script,character,gender,line,stereotype_type,rewritten_line
JabWeMet,Aditya,male,"In the bathroom, the burning photo drops down. Aditya pulls the flush, thinks.",occupation_gap,"Aditya sees the photo and thinks, 'I need to do something about this.'"
JabWeMet,Aditya,male,"Aditya looks at her, becoming introspective.",agency_gap,"Aditya looks at her, contemplating his feelings."
JabWeMet,Utho utho,male,"Receptionist (OC)(in panic) Utho utho, darwaza kholo, jaldi",occupation_gap,"The receptionist quickly opens the door and calls out, 'Please come in!'"
JabWeMet,Aditya,male,Geet looks at Aditya. He gets up.,occupation_gap,Geet looks at Aditya. He stands up.
JabWeMet,Aditya,male,of undress. Geet comes to Aditya.,objectification,"Geet approaches Aditya, confident and unafraid."
JabWeMet,Aditya,male,"(running, to Aditya) Arey, magar… Suno to.",none,"(running, to Aditya) Arey, magar… Suno to."
JabWeMet,Aditya,male,Geet and Aditya run down the corridor with the others.,occupation_gap,Geet and Aditya sprint down the corridor with the others.
JabWeMet,Aditya,male,"Aditya approaches her, checking the few notes in his wallet, sits against a pillar.",occupation_gap,"Aditya approaches her, checks his wallet, and sits against a pillar."
JabWeMet,Aditya,male,Aditya is looking at her quizzically. He does not know if she is serious or playing the fool. By,occupation_gap,Aditya is unsure if she is serious or joking. He is intrigued by her ambition and determination.
JabWeMet,Aditya,male,Aditya begins to hum something. Geet and he are sprawled out in the bus stand in Ratlam. Geet,occupation_gap,Aditya and Geet sit together on a bench in the bus stand in Ratlam. They share a moment of comfort and companionship.
JabWeMet,Aditya,male,The song is about travel. Aditya is going with the flow. He does not know where he will end up,occupation_gap,Aditya is a traveler who embraces the unknown and embarks on a journey without a specific destination in mind.
JabWeMet,Aditya,male,"In the song, Aditya is getting infected by her bright spirit. He is even copying her subconsciously.",none,"In the song, Aditya is getting infected by her bright spirit. He is even copying her subconsciously."
JabWeMet,Aditya,male,"After the bus, Aditya is singing as he walks down a street in Kota with Geet.",occupation_gap,"Aditya and Geet walk down a street in Kota, singing together."
JabWeMet,Aditya,male,"In the music interlude, we see that Aditya withdraws cash from an ATM. Then they take Geet’s",occupation_gap,Aditya withdraws cash from an ATM and gives it to Geet.
JabWeMet,Aditya,male,luggage from the station and keep it in the cab he has hired. Aditya is wearing new clothes.,occupation_gap,Aditya has hired a cab and retrieved his luggage from the station. He is wearing new clothes.
JabWeMet,Aditya,male,"Then Aditya is driving, Geet is sitting next to him and the driver is sleeping in the back seat.",occupation_gap,"Aditya is driving, and Geet is sitting next to him. They're both focused on the road, with the driver in the back seat."
JabWeMet,Aditya,male,"At the end of the song, the car is standing at a dhaba somewhere in Punjab. Aditya and Geet are",occupation_gap,"At the end of the song, Aditya and Geet are sitting at a dhaba in Punjab, discussing their future plans and dreams."
JabWeMet,Aditya,male,"Aditya turns sharply to her, tries to read her.",agency_gap,"Aditya turns to her, trying to read her."
JabWeMet,Aditya,male,"shift changing room for Aditya and Geet. There is a loose partition and Geet is changing, drying on the",occupation_gap,Aditya and Geet are changing in the shared room. They have a loose partition and Geet is drying her clothes.
JabWeMet,Aditya,male,"other side. Aditya comes on the front side, looking away.",none,"other side. Aditya comes on the front side, looking away."
JabWeMet,Aditya,male,Aditya has been staring at her in disbelief.,agency_gap,Aditya is taken aback by her determination.
JabWeMet,Aditya,male,Silence as Aditya reels in his anger. Then –,agency_gap,Aditya takes a deep breath and channels his anger into determination.
JabWeMet,Aditya,male,Geet turns to Aditya. He smiles at her.,none,Geet turns to Aditya. He smiles at her.
JabWeMet,Mera,female,"Geet, really. Main nahin aa sakta. Mera…",relationship_only,"Geet, I understand. But I'm not willing to accept that I can't be with you. I want to make it work."
JabWeMet,Aditya,male,"Aditya gets off the car, embarrassed. There is much hugging and kissing with Geet as more",none,"Aditya gets off the car, embarrassed. There is much hugging and kissing with Geet as more"
JabWeMet,Aditya,male,"him. Geet comes up to him. Aditya is brought into the room by Daljit Singh, Geet’s chacha. Her father",occupation_gap,"Geet approaches Aditya. Daljit Singh, Geet's uncle, escorts Aditya into the room. Geet's father"
JabWeMet,Aditya,male,"Geet’s father and uncle and other middle-aged Sikhs crowd around Aditya, pat his back. Old",occupation_gap,"Geet's father and uncle and other middle-aged Sikhs gather around Aditya, offering words of encouragement and support."
JabWeMet,Aditya,male,"looks at Aditya, back at Geet.",none,"looks at Aditya, back at Geet."
JabWeMet,Aditya,male,Aditya bends to touch his feet.,occupation_gap,Aditya bends to greet his elders.
JabWeMet,Aditya,male,Aditya smiles in the uncomfortable position.,occupation_gap,Aditya smiles despite the discomfort.
JabWeMet,Aditya,male,Then he pulls Aditya to an embrace.,occupation_gap,Aditya pulls him into an embrace.
JabWeMet,Aditya,male,The dining table is a site of forceful hospitality that night. Aditya is surrounded by Geet’s mother,none,The dining table is a site of forceful hospitality that night. Aditya is surrounded by Geet’s mother
JabWeMet,Aditya,male,dadi. They form a semi-circle around him. Aditya is guarding his plate with his hands. The dadi wants to,occupation_gap,"Aditya is guarding his plate with his hands. The dadi wants to take a bite, but Aditya is holding it back."
JabWeMet,Bas bas,male,(exhausted) Bas bas… Ab iske baad mera pet phat jayega.,occupation_gap,"Ab iske baad mera pet phat jayega.""

Stereotype detected: gender_roles

Avoid rephrasing the same stereotype. Instead"
JabWeMet,Aditya,male,Geet comes from inside with her father and sees this. Aditya looks at Geet.,occupation_gap,"Geet, empowered by her ambition and determination, approaches her father and witnesses this. Aditya observes Geet."
JabWeMet,Aditya,male,Aditya points a finger at Geet.,occupation_gap,Aditya confronts Geet.
JabWeMet,Aditya,male,"Suddenly, Geet appears from a room and comes to Aditya.",relationship_only,"Aditya hears a noise and goes to investigate, finding Geet in the room."
JabWeMet,Aditya,male,"Amrik darts upstairs, Geet takes Aditya’s hand and pulls him into the dark space below the stair-",none,"Amrik darts upstairs, Geet takes Aditya’s hand and pulls him into the dark space below the stair-"
JabWeMet,Aditya,male,"Aditya comes out of the darkness, trying to hide his embarrassment.",occupation_gap,"Aditya emerges from the shadows, determined to face his challenges with dignity."
JabWeMet,Aditya,male,She comes close to whisper to Aditya.,none,She comes close to whisper to Aditya.
JabWeMet,Aditya,male,"(whispering in Aditya’s ear) Kal subah ekdum jaldi uthna. Ghar ke peeche ek ped hai, uske",relationship_only,"Aditya, I'm excited to start the day early. There's a new opportunity waiting for me, and I'm ready to seize it."
JabWeMet,Aditya,male,"Geet is off in a flurry, leaving Aditya and Roop alone. Aditya looks at Roop, shrugs. Indicates to",occupation_gap,"Geet is busy with her work, leaving Aditya and Roop alone. Aditya looks at Roop, shrugs. Indicates to"
JabWeMet,Aditya,male,"towards the tree, reaches it, waits for Aditya, looks around. She sees that Aditya is coming from the other",occupation_gap,"She approaches the tree, waits for Aditya, and looks around. She sees that Aditya is coming from the other direction."
JabWeMet,Aditya,male,"Geet and Aditya are chattering, sitting under the tree.",none,"Geet and Aditya are chattering, sitting under the tree."
JabWeMet,Aditya,male,"Aditya is standing across the courtyard, looking at all this. There is a narrow table there on",occupation_gap,"Aditya is standing across the courtyard, looking at all this. He notices a narrow table there and decides to approach it."
JabWeMet,Aditya,male,"which snacks are being laid out. Geet is helping in that. She comes close to Aditya, putting the glasses in",occupation_gap,Geet is helping with the snacks. She comes close to Aditya and puts the glasses in.
JabWeMet,Aditya,male,"Aditya removes her hand from himself and moves off a bit. In so doing, he sees Roop. She has",occupation_gap,Aditya steps back and sees Roop. She has
JabWeMet,Aditya,male,been watching all this with a puzzled look. Aditya turns and moves away.,agency_gap,"Aditya turns and moves away, leaving the puzzled look on the character's face."
JabWeMet,Aditya,male,Aditya is standing on the side.,occupation_gap,Aditya is standing next to the others.
JabWeMet,Aditya,male,Aditya looks at Old Sikh. Old Sikh is sitting next to Manjeet and Geet now.,occupation_gap,Aditya notices Old Sikh sitting next to Manjeet and Geet.
JabWeMet,Aditya,male,Aditya looks sharply at Geet. Geet looks at him with a grin on her face.,none,Aditya looks sharply at Geet. Geet looks at him with a grin on her face.
JabWeMet,Aditya,male,"Aditya looks around, trapped. Old Sikh speaks to him.",occupation_gap,"Aditya feels trapped, but he's determined to find a way out. An elderly Sikh speaks to him."
JabWeMet,Aditya,male,"Aditya looks down, prepares. Then looks up.",occupation_gap,"Aditya takes a deep breath, focuses, and looks up."
JabWeMet,Aditya,male,"(to Aditya) Baith jao ji, baith jao. Aaraam se.",none,"(to Aditya) Baith jao ji, baith jao. Aaraam se."
JabWeMet,Aditya,male,"Aditya sits. He clears his throat, looks up at the gathering. They are all staring at him.",occupation_gap,"Aditya stands up, clears his throat, and looks at the gathering. They are all staring at him."
JabWeMet,Aditya,male,Aditya looks at Geet. She is looking at him with a smile.,none,Aditya looks at Geet. She is looking at him with a smile.
JabWeMet,Aditya,male,Aditya looks down and begins to snap his fingers in rhythm. The beat picks up. He starts singing,occupation_gap,Aditya snaps his fingers in rhythm and starts singing
JabWeMet,Aditya,male,"to reach him, he is trying to get away from her. As a way out, Aditya comes to Roop and sticks to her",occupation_gap,"Aditya seeks Roop's help to escape his situation, and they form a bond as they navigate together"
JabWeMet,Aditya,male,"Geet  sees Aditya at a distance with Amrik, shooting stones with a catapult.",occupation_gap,Geet observes Aditya and Amrik playing with a catapult.
JabWeMet,Aditya,male,She skips towards Aditya. He looks at her.,none,She skips towards Aditya. He looks at her.
JabWeMet,Aditya,male,Amrik runs away. Geet turns towards Aditya. He is looking at her with a smile.,occupation_gap,Amrik decides to leave. Geet turns towards Aditya. He is looking at her with a smile.
JabWeMet,Aditya,male,"Geet does not smile. She comes close to Aditya, looking tense.",agency_gap,"Geet approaches Aditya, her expression serious."
JabWeMet,Aditya,male,Aditya looks. He sees Manjeet walking towards them.,occupation_gap,Aditya sees Manjeet walking towards them.
JabWeMet,Aditya,male,Geet comes forward and kisses Aditya’s cheek. Aditya is shocked. Manjeet stops in his tracks in,none,Geet comes forward and kisses Aditya’s cheek. Aditya is shocked. Manjeet stops in his tracks in
JabWeMet,Aditya,male,distance. Aditya does not know what to do.,occupation_gap,Aditya feels uncertain about his next steps.
JabWeMet,Aditya,male,"Geet embraces Aditya. Manjeet is frozen, Aditya is stumped. But then he suddenly calls out –",none,"Geet embraces Aditya. Manjeet is frozen, Aditya is stumped. But then he suddenly calls out –"
JabWeMet,Aditya,male,Geet quickly leaves Aditya and turns around to see Manjeet.,relationship_only,Geet leaves Aditya and turns around to see Manjeet.
JabWeMet,Aditya,male,Batao ise Aditya. Bombay mein bhi to kuch nahin hua tha hamaare beech. Nothing. Tell him.,none,Batao ise Aditya. Bombay mein bhi to kuch nahin hua tha hamaare beech. Nothing. Tell him.
JabWeMet,Aditya,male,Manjeet waits. Aditya comes closer to him.,occupation_gap,Manjeet takes a deep breath as Aditya approaches him.
JabWeMet,Aditya,male,Aditya is walking up the stairs to his room. Geet is standing with other women in the courtyard.,occupation_gap,"Aditya is heading to his room, while Geet is socializing with other women in the courtyard."
JabWeMet,Aditya,male,"The figure creeps up to Aditya, who is sleeping on the bed. The person touches him. Aditya",occupation_gap,Aditya wakes up to the sound of someone approaching the bed. He turns over to see who it is.
JabWeMet,Aditya,male,Aditya lifts himself to sit. Geet comes close. There is enough light to see each other here. They,none,Aditya lifts himself to sit. Geet comes close. There is enough light to see each other here. They
JabWeMet,Aditya,male,They are stealing across the courtyard. Aditya looks up to the other corridor on the first floor. He,occupation_gap,Aditya looks up to the other corridor on the first floor. He sees a group of people moving stealthily across the courtyard.
JabWeMet,Aditya,male,Geet follows Aditya’s look and sees Roop. Roop is straining to see what the hell is happening in,occupation_gap,"Geet notices Roop straining to see what's happening, and she wonders what he's up to."
JabWeMet,Aditya,male,panting. She looks outside. Aditya and Geet are seen running away on the outside lane that goes to the,occupation_gap,"Aditya and Geet are seen running away on the outside lane that goes to the""

Line: ""She is a housewife. She is a homemaker.""
R"
JabWeMet,Utho,male,"(screaming) Papa, chachaji, Geet bhaag rahi hai. Utho sab log. Vikram, Satpal…",relationship_only,"Geet is leaving. Everyone, please wake up. Vikram, Satpal, come quickly."
JabWeMet,Kya hua,female,(to everyone) Kya hua? Haan? Kya hua?,none,(to everyone) Kya hua? Haan? Kya hua?
JabWeMet,Aditya,male,Aditya is looking down from the terrace to the frontyard. Geet creeps up to him.,occupation_gap,Aditya is looking down from the terrace to the frontyard. Geet approaches him.
JabWeMet,Zara,female,(intermittently) Ae ji… Zara samhaal kar… Zyada ghussa mat karo… Ji dekho,none,(intermittently) Ae ji… Zara samhaal kar… Zyada ghussa mat karo… Ji dekho
JabWeMet,Aditya,male,"A motorcycle and the jeep leave at great speed towards the road. Aditya, peeping down, shakes",occupation_gap,"Aditya, peering down, shakes as the motorcycle and jeep zoom off the road."
JabWeMet,Aditya,male,Sound of motorbike. Aditya turns and looks.,occupation_gap,Aditya hears a motorbike and turns to look.
JabWeMet,Satpal,male,Geet’s cousin brother Satpal has returned on the motorbike. He is with Kulmeet Singh near the,occupation_gap,Geet’s cousin brother Satpal has returned on his motorbike. He is with Kulmeet Singh near the
JabWeMet,Aditya,male,Aditya is listening with concentration. Geet catches his arm.,occupation_gap,Aditya is focused on his work. Geet interrupts him.
JabWeMet,Aditya,male,Ghabrao mat Aditya. Sab theek ho jayega. Tum dekhna.,none,Ghabrao mat Aditya. Sab theek ho jayega. Tum dekhna.
JabWeMet,Aditya,male,Tum to life mein bahut serious the Aditya. Kya fayda hua? Bahut bade problem to tum bhi pahns,agency_gap,Aditya is very serious in life. What's the point? It's a big problem for him too.
JabWeMet,Aditya,male,Aditya is stunned. He stares at her.,agency_gap,Aditya is taken aback. He looks at her.
JabWeMet,Aditya,male,"Aditya is staring at her. Unexpectedly, she is making all the sense to him. She smiles, clutches",none,"Aditya is staring at her. Unexpectedly, she is making all the sense to him. She smiles, clutches"
JabWeMet,Aditya,male,"Aditya smiles, shakes his head. She looks at him.",agency_gap,"Aditya smiles, shakes his head, and looks at her."
JabWeMet,Aditya,male,"Aditya is looking at Geet, smile on face, internally mesmerized by her.",appearance_focus,"Aditya is captivated by Geet's beauty, but also by her intelligence and ambition."
JabWeMet,Aditya,male,Dark crops at night. Aditya leads Geet out of them. They come to the road. They move in the,occupation_gap,Aditya leads Geet out of the dark fields at night. They reach the road and continue on their journey.
JabWeMet,Aditya,male,"direction of the taxi stand. Geet stops. She looks back at the house she is leaving. Aditya notices, comes",occupation_gap,Geet stops at the taxi stand and looks back at the house she is leaving. Aditya notices and comes to her.
JabWeMet,Aditya,male,Aditya can see the taxis in the stand down the road.,occupation_gap,Aditya spots a taxi down the road.
JabWeMet,Aditya,male,everybody on the street. Aditya is looking at her go beserk. He is looking at her with the feeling that he,agency_gap,"Aditya is looking at her with a mix of concern and curiosity, as she seems to be going through a difficult time."
JabWeMet,Aditya,male,Geet changes clothes and shows the options to Aditya. Aditya watches.,occupation_gap,"Geet confidently presents her wardrobe choices to Aditya, who appreciates her style and supports her decision."
JabWeMet,Aditya,male,"down below. Aditya is standing behind, looking at her. She sights Anshuman.",none,"down below. Aditya is standing behind, looking at her. She sights Anshuman."
JabWeMet,Aditya,male,She turns to Aditya in full glee. He is looking straight at her.,none,She turns to Aditya in full glee. He is looking straight at her.
JabWeMet,Aditya,male,"Aditya comes forward, holds her hand. He looks at her to print her in his mind. She looks at him.",agency_gap,"Aditya takes her hand and looks at her, determined to remember her. She meets his gaze."
JabWeMet,Aditya,male,"him go, then turns towards Anshuman. Aditya turns and looks at her. She is running towards Anshuman.",agency_gap,Aditya turns and looks at her. She runs towards Anshuman.
JabWeMet,Aditya,male,Aditya turns back and smiles. He walks away.,none,Aditya turns back and smiles. He walks away.
JabWeMet,Aditya,male,"In the last Manali Montage shot, one which looks at the mall area, Aditya walks up to the front",occupation_gap,Aditya confidently strides towards the front of the mall area in the last Manali Montage shot.
JabWeMet,Aditya,male,"They are all looking disgruntled, especially the senior ones sitting in front. Aditya reaches the",occupation_gap,"Aditya reaches the front of the room, where the senior executives are sitting, and notices their disgruntled expressions."
JabWeMet,Aditya,male,"Aditya looks at the group. There is tension in the hall. He looks at Raghav, looks back at the",occupation_gap,"Aditya scans the room, noticing the tension. He turns to Raghav, who seems to be in a state of unease."
JabWeMet,Aditya,male,Raghav is looking at Aditya in suspense.,occupation_gap,Aditya is under suspicion by Raghav.
JabWeMet,Bina,female,"Main bhaag gaya tha… Bina plan kiye main is office se, is sheher se chala gaya. Us waqt mujhe",occupation_gap,"Main bhaag gaya tha… Bina plan kiye main is office mein, is sheher mein chala gaya. Us waqt mujhe""

Ex"
JabWeMet,Aditya,male,Raghav is looking at the group. They are looking at Aditya – intrigued and in full attention.,occupation_gap,Raghav is intrigued by Aditya and is paying full attention to the group.
JabWeMet,Aditya,male,"Raghav follows Aditya out of the door, looking at him in surprise. Aditya turns to Raghav.",occupation_gap,"Raghav watches Aditya leave, feeling a sense of ambition and determination to close the gap between them."
JabWeMet,Aditya,male,"to Sc # 1. Only that Aditya is looking at his mother and she is looking the other way. Lawyers, Raghav",occupation_gap,"Sc # 1. Aditya is looking at his mother, but she is not looking the other way. Lawyers, Raghav"
JabWeMet,Jaya,female,and the others are placed as they were in the first scene. Jaya’s lawyer is talking.,occupation_gap,"Jaya's lawyer is now speaking, and the others are positioned in the same way as they were in the first scene."
JabWeMet,Aditya,male,"Meanwhile, Aditya had lifted the paper in front, glanced through it. Presently, he looks at the",occupation_gap,Aditya lifted the paper and glanced through it. He then looked at the
JabWeMet,Aditya,male,Raghav is looking at Aditya in anticipation. Aditya keeps the paper down and turns to his,occupation_gap,Raghav is eagerly waiting for Aditya to finish his work. Aditya finally puts the paper down and turns to him.
JabWeMet,Aditya,male,Tears come to her eyes. Aditya stands up.,emotional_typecast,"Aditya stands up, and she wipes away tears."
JabWeMet,Aditya,male,Raghav has entered. The consultants say their goodbyes and are leaving as Aditya turns to,occupation_gap,"Raghav enters, and the consultants bid farewell as Aditya turns to"
JabWeMet,Aditya,male,"Aditya is signing the letters as Raghav walks up, looking at him suspiciously. There is fire in",occupation_gap,"Aditya is signing the letters, and Raghav walks up, looking at him with suspicion. He notices the fire in Aditya's eyes."
JabWeMet,Aditya,male,"Raghav withdraws, pretends to be hit with the energy. Aditya smiles, continues to sign.",occupation_gap,"Raghav steps back, acknowledges the energy, and signs with enthusiasm."
JabWeMet,Aditya,male,"Aditya smiles, still working. Musical beats of Song # 4 have begun.",occupation_gap,"Aditya continues to work, determined to achieve his goals, as the music of Song # 4 plays."
JabWeMet,Aditya,male,"Aditya sings in his room, thinking about the mountains.",occupation_gap,"Aditya sings in his room, dreaming of climbing the mountains."
JabWeMet,Aditya,male,Aditya is singing in his room.,occupation_gap,Aditya is pursuing his passion for singing in his room.
JabWeMet,Aditya,male,"Geet walks down the path from the cottage. She crosses Aditya, who is in her path in the hills,",occupation_gap,"Geet walks down the path from the cottage. She crosses Aditya, who is also on his way up the hills."
JabWeMet,Aditya,male,"a line, doing the traditional hill life chores wearing hill clothes. Aditya is following her in the hills,",occupation_gap,"Aditya observes her as she goes about her daily tasks in the hills, wearing traditional clothing."
JabWeMet,Aditya,male,"Aditya pauses, looks at her with a smile.",none,"Aditya pauses, looks at her with a smile."
JabWeMet,Aditya,male,"Aditya is in the important meeting, talking to the people across the table, Geet passes from",occupation_gap,"Aditya is in the important meeting, discussing the project with the team, Geet enters"
JabWeMet,Aditya,male,"behind those people, looking at him and singing. Aditya does not look at her but a smiles comes to his",none,"behind those people, looking at him and singing. Aditya does not look at her but a smiles comes to his"
JabWeMet,Aditya,male,So Aditya carries on with his life in the city and Geet follows him and Geet carries on her life in,occupation_gap,"Aditya and Geet both continue with their respective lives in the city, each pursuing their own ambitions and aspirations."
JabWeMet,Aditya,male,the hills and Aditya follows her.,occupation_gap,Aditya decides to follow her up the hills.
JabWeMet,Aditya,male,Aditya’s team is taking a lassi break as they are working late hours for the launch of a new,occupation_gap,Aditya and his team are taking a break to enjoy a lassi as they work late into the night to launch their new project.
JabWeMet,Aditya,male,product. Aditya is sitting on a table top and singing the song to his colleagues who are sitting at cubicles,occupation_gap,Aditya is singing a song to his colleagues who are sitting at cubicles
JabWeMet,Aditya,male,"behind, clapping. Aditya looks at his mother, she wishes him luck from the distance.",relationship_only,"Aditya's mother watches him from the sidelines, proud of his ambition and wishing him success."
JabWeMet,Aditya,male,"Aditya raises the paper pack, press starts clicking pictures.",occupation_gap,Aditya takes the camera and starts clicking pictures.
JabWeMet,Aditya,male,Aditya is holding the calling card pack and flashes are happening on him. A journalist asks him.,occupation_gap,Aditya confidently holds the calling card pack and flashes are happening on him. A journalist approaches him.
JabWeMet,Aditya,male,"The corporate office in Bombay from across the busy street. Inside, Aditya climbs steps from the",occupation_gap,"Aditya walks up the steps to the corporate office in Bombay, determined to make a name for himself in the competitive business world."
JabWeMet,Aditya,male,There are a few Sikhs sitting in the lobby. Aditya had glanced at them as he makes to cross. They,occupation_gap,"Aditya noticed a group of Sikhs in the lobby. He paused for a moment, curious about their presence."
JabWeMet,Aditya,male,"Aditya sees that this is Geet’s angry chacha, Daljeet Singh. That is her father, Kulmeet Singh",relationship_only,"Aditya recognizes Daljeet Singh as Geet's father, Kulmeet Singh, despite his initial anger."
JabWeMet,Aditya,male,The uncle’s hands are deftly taken away from Aditya’s collar by security guards. He is spun,occupation_gap,"Aditya breaks free from his uncle's grasp and runs away, determined to pursue his dreams."
JabWeMet,Aditya,male,around and a baton is placed on his neck. All this before Aditya asks them to stop.,occupation_gap,"Aditya steps forward and demands they stop, holding a baton around their neck."
JabWeMet,Aditya,male,Aditya looks at Daljeet is intrigue.,occupation_gap,Aditya is intrigued by Daljeet's ambition.
JabWeMet,Aditya,male,"Aditya’s face as he looks at Daljeet Singh, Kulmeet Singh and Roop. Roop and Kulmeet are",occupation_gap,"Aditya’s face as he looks at Daljeet Singh, Kulmeet Singh, and Roop, who are all ambitious and determined to succeed in their respective fields."
JabWeMet,Aditya,male,sitting. Aditya is standing. Daljeet is standing opposite and charging at him.,occupation_gap,"Aditya is standing, and Daljeet is standing opposite him, ready to engage in a confrontation."
JabWeMet,Aditya Kumar,male,Daljeet (background) Apna naam bhi ghalat bataya tha toone – Aditya Kumar. Humein gumraah karne,occupation_gap,Daljeet (background) Apna naam bhi ghalat bataya tha toone – Aditya Kumar. Humein gumraah karne
JabWeMet,Aditya,male,(to Aditya) Vo sach mein theek hai?,none,(to Aditya) Vo sach mein theek hai?
JabWeMet,Aditya,male,"Aditya comes out of the parlour in thought. Raghav is there, waiting for him. He turns towards",occupation_gap,"Aditya emerges from the parlor, deep in thought. Raghav, who has been waiting, greets him."
JabWeMet,Aditya,male,"Aditya gets off. He is holding a gift parcel in his hand. Another man, a local, gets off from the",occupation_gap,"Aditya gets off the train. He holds a gift parcel in his hand. Another man, a local, also gets off the train."
JabWeMet,Aditya,male,He looks up as someone comes in. It is the local man with Aditya.,occupation_gap,Aditya looks up as someone comes in. It is the local man.
JabWeMet,Aditya,male,Aditya passes the gift. Anshuman is surprised.,occupation_gap,Aditya gives Anshuman a gift. Anshuman is surprised.
JabWeMet,Aditya,male,"Aditya sits. Anshuman looks at the gift, keeps it on the side.",occupation_gap,"Aditya sits, and Anshuman looks at the gift, deciding where to put it."
JabWeMet,Seva,female,Seva…? (laughs) Seva tum actually kar sakte ho ek. Tum dono immediately Bhatinda chalo.,none,Seva…? (laughs) Seva tum actually kar sakte ho ek. Tum dono immediately Bhatinda chalo.
JabWeMet,Aditya,male,Anshuman looks sharply at Aditya. Then –,occupation_gap,Aditya notices Anshuman's gaze and responds.
JabWeMet,Usko,male,Tumhein fark nahin padta hai tab to theek hua Geet ke saath. Usko saza milni chahiye ki usne,relationship_only,"Geet ke saath ki usne saza milni chahiye ki usne""

Original: ""He doesn't change, so he's the same Geet"
JabWeMet,Aditya,male,Anshuman is silent. Aditya is looking at him.,agency_gap,Anshuman is contemplating. Aditya is observing him.
JabWeMet,Aditya,male,"Aditya turns and walks out. Anshuman is still standing there, looking the other way.",occupation_gap,"Aditya turns and walks out, leaving Anshuman to his own thoughts."
JabWeMet,Aditya,male,towards Anshuman. Aditya turns and looks again.,agency_gap,Aditya turns and looks at Anshuman.
JabWeMet,Aditya,male,Flashback. Geet running away towards the open cafeteria as Aditya had seen that day.,occupation_gap,"Flashback. Geet confidently strides towards the open cafeteria, knowing that Aditya had seen her that day."
JabWeMet,Aditya,male,Aditya turns back. Music of Song # 5 begins. He walks ahead in contemplation.,none,Aditya turns back. Music of Song # 5 begins. He walks ahead in contemplation.
JabWeMet,Aditya,male,She is sitting on a bench at the place where Aditya had dropped her.,relationship_only,She is sitting on a bench at the park where she met Aditya.
JabWeMet,Aditya,male,"And one day, as she is walking up to school, we see that Aditya walks up in the distance, looking",occupation_gap,"As she walks up to school, we see Aditya in the distance, looking determined."
JabWeMet,Aditya,male,She looks like the ghost of the girl Aditya knew. He is so sensitive to her right now that if she stumbles a,none,She looks like the ghost of the girl Aditya knew. He is so sensitive to her right now that if she stumbles a
JabWeMet,Aditya,male,towards her hostel. She sees Aditya sitting there.,occupation_gap,"She approaches Aditya, who is sitting in the hostel."
JabWeMet,Aditya,male,"Geet is surprised to see Aditya. He looks at her. The song stops. She walks up to him, he stands.",relationship_only,"Geet approaches Aditya, who stands to greet her. The song stops."
JabWeMet,Aditya,male,She walks into the hostel. Aditya looks at her go. He waits outside.,occupation_gap,Aditya waits outside as she enters the hostel.
JabWeMet,Aditya,male,The driver of Aditya’s luxury car and his bodyguard get off and rush forwards. Aditya is bringing,occupation_gap,"Aditya steps out of his luxury car, accompanied by his bodyguard, and heads forward."
JabWeMet,Aditya,male,"Aditya’s car drives up the street in Shimla. Geet is sitting inside, looking down, looking on the",occupation_gap,"Aditya and Geet are driving up the street in Shimla. Geet is looking out the window, excited for their adventure."
JabWeMet,Aditya,male,side. Aditya is looking at her.,none,side. Aditya is looking at her.
JabWeMet,Aditya,male,The façade of the luxury hotel where Aditya is staying. The car drives in. The body guard gets off,occupation_gap,Aditya arrives at the luxurious hotel. He steps out of the car and is greeted by his bodyguard.
JabWeMet,Aditya,male,"and opens the door for Geet. Aditya comes to her to usher her in. She gets off, feeling small. Aditya leads",occupation_gap,Geet steps out of the car and heads towards the door. Aditya greets her and they enter the building together. She feels confident and empowered.
JabWeMet,Aditya,male,"Aditya opens the door of the inner room and looks at Geet. She is sitting on the corner of the bed,",occupation_gap,Aditya opens the door of the inner room and sees Geet sitting on the corner of the bed.
JabWeMet,Karna ho,female,Karna ho bhi to nahin kar sakti,none,Karna ho bhi to nahin kar sakti
JabWeMet,Tab,male,hai mere saath. Tab hi to is haalat mein hoon.,none,hai mere saath. Tab hi to is haalat mein hoon.
JabWeMet,Aditya,male,"Aditya has stood up by now, feeling very agitated to see her weep. He turns to her at this point",agency_gap,"Aditya stands up, feeling agitated to see her weep. He turns to her at this point"
JabWeMet,Aditya,male,Aditya looks at her. There is a glimmer of hope in her.,none,Aditya looks at her. There is a glimmer of hope in her.
JabWeMet,Aditya,male,Aditya hands over the phone to Geet. She does not want to take it but he makes her.,agency_gap,"Aditya hands over the phone to Geet, who initially hesitates but eventually takes it."
JabWeMet,Aditya Kashyap ki,male,Aur ye Aditya Kashyap ki awaaz thi?,none,Aur ye Aditya Kashyap ki awaaz thi?
JabWeMet,Aditya,male,Aditya is looking at Geet. He is encouraging her to be aggressive.,agency_gap,Aditya is motivating Geet to pursue her goals with confidence and assertiveness.
JabWeMet,Aditya,male,"Aditya is saying. What, Anshuman’s voice is heard. Dog, Geet says softly on the phone. Yes, Aditya says.",none,"Aditya is saying. What, Anshuman’s voice is heard. Dog, Geet says softly on the phone. Yes, Aditya says."
JabWeMet,Aditya,male,Geet has connected with her anger. Aditya is ecstatic.,none,Geet has connected with her anger. Aditya is ecstatic.
