script,character,gender,line,stereotype_type,rewritten_line,severity_score,rewrite,rank
JabWeMet,Aditya,male,Aditya looks down and begins to snap his fingers in rhythm. The beat picks up. He starts singing,occupation_gap,Aditya snaps his fingers in rhythm and starts singing,3.0,Aditya snaps his fingers in rhythm and starts singing,1
JabWeMet,Aditya,male,"to reach him, he is trying to get away from her. As a way out, Aditya comes to Roop and sticks to her",occupation_gap,"Aditya seeks Roop's help to escape his situation, and they form a bond as they navigate together",3.0,"Aditya seeks Roop's help to escape his situation, and they form a bond as they navigate together",1
JabWeMet,Aditya,male,"Geet  sees Aditya at a distance with Amrik, shooting stones with a catapult.",occupation_gap,Geet observes Aditya and Amrik playing with a catapult.,3.0,Geet observes Aditya and Amrik playing with a catapult.,1
JabWeMet,Aditya,male,Amrik runs away. Geet turns towards Aditya. He is looking at her with a smile.,occupation_gap,Amrik decides to leave. Geet turns towards Aditya. He is looking at her with a smile.,3.0,Amrik decides to leave. Geet turns towards Aditya. He is looking at her with a smile.,1
JabWeMet,Aditya,male,"Geet does not smile. She comes close to Aditya, looking tense.",agency_gap,"Geet approaches Aditya, her expression serious.",3.0,"Geet approaches Aditya, her expression serious.",1
JabWeMet,Aditya,male,Aditya looks. He sees Manjeet walking towards them.,occupation_gap,Aditya sees Manjeet walking towards them.,3.0,Aditya sees Manjeet walking towards them.,1
JabWeMet,Aditya,male,distance. Aditya does not know what to do.,occupation_gap,Aditya feels uncertain about his next steps.,3.0,Aditya feels uncertain about his next steps.,1
JabWeMet,Aditya,male,Geet quickly leaves Aditya and turns around to see Manjeet.,relationship_only,Geet leaves Aditya and turns around to see Manjeet.,2.0,Geet leaves Aditya and turns around to see Manjeet.,2
JabWeMet,Aditya,male,Manjeet waits. Aditya comes closer to him.,occupation_gap,Manjeet takes a deep breath as Aditya approaches him.,3.0,Manjeet takes a deep breath as Aditya approaches him.,1
JabWeMet,Aditya,male,Aditya is walking up the stairs to his room. Geet is standing with other women in the courtyard.,occupation_gap,"Aditya is heading to his room, while Geet is socializing with other women in the courtyard.",3.0,"Aditya is heading to his room, while Geet is socializing with other women in the courtyard.",1
JabWeMet,Aditya,male,"The figure creeps up to Aditya, who is sleeping on the bed. The person touches him. Aditya",occupation_gap,Aditya wakes up to the sound of someone approaching the bed. He turns over to see who it is.,3.0,Aditya wakes up to the sound of someone approaching the bed. He turns over to see who it is.,1
JabWeMet,Aditya,male,They are stealing across the courtyard. Aditya looks up to the other corridor on the first floor. He,occupation_gap,Aditya looks up to the other corridor on the first floor. He sees a group of people moving stealthily across the courtyard.,3.0,Aditya looks up to the other corridor on the first floor. He sees a group of people moving stealthily across the courtyard.,1
JabWeMet,Aditya,male,Geet follows Aditya’s look and sees Roop. Roop is straining to see what the hell is happening in,occupation_gap,"Geet notices Roop straining to see what's happening, and she wonders what he's up to.",3.0,"Geet notices Roop straining to see what's happening, and she wonders what he's up to.",1
JabWeMet,Aditya,male,panting. She looks outside. Aditya and Geet are seen running away on the outside lane that goes to the,occupation_gap,"Aditya and Geet are seen running away on the outside lane that goes to the""

Line: ""She is a housewife. She is a homemaker.""
R",3.0,"Aditya and Geet are seen running away on the outside lane that goes to the""

Line: ""She is a housewife. She is a homemaker.""
R",1
JabWeMet,Utho,male,"(screaming) Papa, chachaji, Geet bhaag rahi hai. Utho sab log. Vikram, Satpal…",relationship_only,"Geet is leaving. Everyone, please wake up. Vikram, Satpal, come quickly.",2.0,"Geet is leaving. Everyone, please wake up. Vikram, Satpal, come quickly.",2
JabWeMet,Aditya,male,Aditya is looking down from the terrace to the frontyard. Geet creeps up to him.,occupation_gap,Aditya is looking down from the terrace to the frontyard. Geet approaches him.,3.0,Aditya is looking down from the terrace to the frontyard. Geet approaches him.,1
JabWeMet,Aditya,male,"A motorcycle and the jeep leave at great speed towards the road. Aditya, peeping down, shakes",occupation_gap,"Aditya, peering down, shakes as the motorcycle and jeep zoom off the road.",3.0,"Aditya, peering down, shakes as the motorcycle and jeep zoom off the road.",1
JabWeMet,Aditya,male,Sound of motorbike. Aditya turns and looks.,occupation_gap,Aditya hears a motorbike and turns to look.,3.0,Aditya hears a motorbike and turns to look.,1
JabWeMet,Satpal,male,Geet’s cousin brother Satpal has returned on the motorbike. He is with Kulmeet Singh near the,occupation_gap,Geet’s cousin brother Satpal has returned on his motorbike. He is with Kulmeet Singh near the,3.0,Geet’s cousin brother Satpal has returned on his motorbike. He is with Kulmeet Singh near the,1
JabWeMet,Aditya,male,Aditya is listening with concentration. Geet catches his arm.,occupation_gap,Aditya is focused on his work. Geet interrupts him.,3.0,Aditya is focused on his work. Geet interrupts him.,1
JabWeMet,Aditya,male,Tum to life mein bahut serious the Aditya. Kya fayda hua? Bahut bade problem to tum bhi pahns,agency_gap,Aditya is very serious in life. What's the point? It's a big problem for him too.,3.0,Aditya is very serious in life. What's the point? It's a big problem for him too.,1
JabWeMet,Aditya,male,Aditya is stunned. He stares at her.,agency_gap,Aditya is taken aback. He looks at her.,3.0,Aditya is taken aback. He looks at her.,1
JabWeMet,Aditya,male,"Aditya smiles, shakes his head. She looks at him.",agency_gap,"Aditya smiles, shakes his head, and looks at her.",3.0,"Aditya smiles, shakes his head, and looks at her.",1
JabWeMet,Aditya,male,"Aditya is looking at Geet, smile on face, internally mesmerized by her.",appearance_focus,"Aditya is captivated by Geet's beauty, but also by her intelligence and ambition.",2.0,"Aditya is captivated by Geet's beauty, but also by her intelligence and ambition.",2
JabWeMet,Aditya,male,Dark crops at night. Aditya leads Geet out of them. They come to the road. They move in the,occupation_gap,Aditya leads Geet out of the dark fields at night. They reach the road and continue on their journey.,3.0,Aditya leads Geet out of the dark fields at night. They reach the road and continue on their journey.,1
JabWeMet,Aditya,male,"direction of the taxi stand. Geet stops. She looks back at the house she is leaving. Aditya notices, comes",occupation_gap,Geet stops at the taxi stand and looks back at the house she is leaving. Aditya notices and comes to her.,3.0,Geet stops at the taxi stand and looks back at the house she is leaving. Aditya notices and comes to her.,1
JabWeMet,Aditya,male,Aditya can see the taxis in the stand down the road.,occupation_gap,Aditya spots a taxi down the road.,3.0,Aditya spots a taxi down the road.,1
JabWeMet,Aditya,male,everybody on the street. Aditya is looking at her go beserk. He is looking at her with the feeling that he,agency_gap,"Aditya is looking at her with a mix of concern and curiosity, as she seems to be going through a difficult time.",3.0,"Aditya is looking at her with a mix of concern and curiosity, as she seems to be going through a difficult time.",1
JabWeMet,Aditya,male,Geet changes clothes and shows the options to Aditya. Aditya watches.,occupation_gap,"Geet confidently presents her wardrobe choices to Aditya, who appreciates her style and supports her decision.",3.0,"Geet confidently presents her wardrobe choices to Aditya, who appreciates her style and supports her decision.",1
JabWeMet,Aditya,male,"Aditya comes forward, holds her hand. He looks at her to print her in his mind. She looks at him.",agency_gap,"Aditya takes her hand and looks at her, determined to remember her. She meets his gaze.",3.0,"Aditya takes her hand and looks at her, determined to remember her. She meets his gaze.",1
JabWeMet,Aditya,male,"him go, then turns towards Anshuman. Aditya turns and looks at her. She is running towards Anshuman.",agency_gap,Aditya turns and looks at her. She runs towards Anshuman.,3.0,Aditya turns and looks at her. She runs towards Anshuman.,1
JabWeMet,Aditya,male,"In the last Manali Montage shot, one which looks at the mall area, Aditya walks up to the front",occupation_gap,Aditya confidently strides towards the front of the mall area in the last Manali Montage shot.,3.0,Aditya confidently strides towards the front of the mall area in the last Manali Montage shot.,1
JabWeMet,Aditya,male,"They are all looking disgruntled, especially the senior ones sitting in front. Aditya reaches the",occupation_gap,"Aditya reaches the front of the room, where the senior executives are sitting, and notices their disgruntled expressions.",3.0,"Aditya reaches the front of the room, where the senior executives are sitting, and notices their disgruntled expressions.",1
JabWeMet,Aditya,male,"Aditya looks at the group. There is tension in the hall. He looks at Raghav, looks back at the",occupation_gap,"Aditya scans the room, noticing the tension. He turns to Raghav, who seems to be in a state of unease.",3.0,"Aditya scans the room, noticing the tension. He turns to Raghav, who seems to be in a state of unease.",1
JabWeMet,Aditya,male,Raghav is looking at Aditya in suspense.,occupation_gap,Aditya is under suspicion by Raghav.,3.0,Aditya is under suspicion by Raghav.,1
JabWeMet,Bina,female,"Main bhaag gaya tha… Bina plan kiye main is office se, is sheher se chala gaya. Us waqt mujhe",occupation_gap,"Main bhaag gaya tha… Bina plan kiye main is office mein, is sheher mein chala gaya. Us waqt mujhe""

Ex",3.0,"Main bhaag gaya tha… Bina plan kiye main is office mein, is sheher mein chala gaya. Us waqt mujhe""

Ex",1
JabWeMet,Aditya,male,Raghav is looking at the group. They are looking at Aditya – intrigued and in full attention.,occupation_gap,Raghav is intrigued by Aditya and is paying full attention to the group.,3.0,Raghav is intrigued by Aditya and is paying full attention to the group.,1
JabWeMet,Aditya,male,"Raghav follows Aditya out of the door, looking at him in surprise. Aditya turns to Raghav.",occupation_gap,"Raghav watches Aditya leave, feeling a sense of ambition and determination to close the gap between them.",3.0,"Raghav watches Aditya leave, feeling a sense of ambition and determination to close the gap between them.",1
JabWeMet,Aditya,male,"to Sc # 1. Only that Aditya is looking at his mother and she is looking the other way. Lawyers, Raghav",occupation_gap,"Sc # 1. Aditya is looking at his mother, but she is not looking the other way. Lawyers, Raghav",3.0,"Sc # 1. Aditya is looking at his mother, but she is not looking the other way. Lawyers, Raghav",1
JabWeMet,Jaya,female,and the others are placed as they were in the first scene. Jaya’s lawyer is talking.,occupation_gap,"Jaya's lawyer is now speaking, and the others are positioned in the same way as they were in the first scene.",3.0,"Jaya's lawyer is now speaking, and the others are positioned in the same way as they were in the first scene.",1
JabWeMet,Aditya,male,"Meanwhile, Aditya had lifted the paper in front, glanced through it. Presently, he looks at the",occupation_gap,Aditya lifted the paper and glanced through it. He then looked at the,3.0,Aditya lifted the paper and glanced through it. He then looked at the,1
JabWeMet,Aditya,male,Raghav is looking at Aditya in anticipation. Aditya keeps the paper down and turns to his,occupation_gap,Raghav is eagerly waiting for Aditya to finish his work. Aditya finally puts the paper down and turns to him.,3.0,Raghav is eagerly waiting for Aditya to finish his work. Aditya finally puts the paper down and turns to him.,1
JabWeMet,Aditya,male,Tears come to her eyes. Aditya stands up.,emotional_typecast,"Aditya stands up, and she wipes away tears.",1.0,"Aditya stands up, and she wipes away tears.",3
JabWeMet,Aditya,male,Raghav has entered. The consultants say their goodbyes and are leaving as Aditya turns to,occupation_gap,"Raghav enters, and the consultants bid farewell as Aditya turns to",3.0,"Raghav enters, and the consultants bid farewell as Aditya turns to",1
JabWeMet,Aditya,male,"Aditya is signing the letters as Raghav walks up, looking at him suspiciously. There is fire in",occupation_gap,"Aditya is signing the letters, and Raghav walks up, looking at him with suspicion. He notices the fire in Aditya's eyes.",3.0,"Aditya is signing the letters, and Raghav walks up, looking at him with suspicion. He notices the fire in Aditya's eyes.",1
JabWeMet,Aditya,male,"Raghav withdraws, pretends to be hit with the energy. Aditya smiles, continues to sign.",occupation_gap,"Raghav steps back, acknowledges the energy, and signs with enthusiasm.",3.0,"Raghav steps back, acknowledges the energy, and signs with enthusiasm.",1
JabWeMet,Aditya,male,"Aditya smiles, still working. Musical beats of Song # 4 have begun.",occupation_gap,"Aditya continues to work, determined to achieve his goals, as the music of Song # 4 plays.",3.0,"Aditya continues to work, determined to achieve his goals, as the music of Song # 4 plays.",1
JabWeMet,Aditya,male,"Aditya sings in his room, thinking about the mountains.",occupation_gap,"Aditya sings in his room, dreaming of climbing the mountains.",3.0,"Aditya sings in his room, dreaming of climbing the mountains.",1
JabWeMet,Aditya,male,Aditya is singing in his room.,occupation_gap,Aditya is pursuing his passion for singing in his room.,3.0,Aditya is pursuing his passion for singing in his room.,1
JabWeMet,Aditya,male,"Geet walks down the path from the cottage. She crosses Aditya, who is in her path in the hills,",occupation_gap,"Geet walks down the path from the cottage. She crosses Aditya, who is also on his way up the hills.",3.0,"Geet walks down the path from the cottage. She crosses Aditya, who is also on his way up the hills.",1
JabWeMet,Aditya,male,"a line, doing the traditional hill life chores wearing hill clothes. Aditya is following her in the hills,",occupation_gap,"Aditya observes her as she goes about her daily tasks in the hills, wearing traditional clothing.",3.0,"Aditya observes her as she goes about her daily tasks in the hills, wearing traditional clothing.",1
JabWeMet,Aditya,male,"Aditya is in the important meeting, talking to the people across the table, Geet passes from",occupation_gap,"Aditya is in the important meeting, discussing the project with the team, Geet enters",3.0,"Aditya is in the important meeting, discussing the project with the team, Geet enters",1
JabWeMet,Aditya,male,So Aditya carries on with his life in the city and Geet follows him and Geet carries on her life in,occupation_gap,"Aditya and Geet both continue with their respective lives in the city, each pursuing their own ambitions and aspirations.",3.0,"Aditya and Geet both continue with their respective lives in the city, each pursuing their own ambitions and aspirations.",1
JabWeMet,Aditya,male,the hills and Aditya follows her.,occupation_gap,Aditya decides to follow her up the hills.,3.0,Aditya decides to follow her up the hills.,1
JabWeMet,Aditya,male,Aditya’s team is taking a lassi break as they are working late hours for the launch of a new,occupation_gap,Aditya and his team are taking a break to enjoy a lassi as they work late into the night to launch their new project.,3.0,Aditya and his team are taking a break to enjoy a lassi as they work late into the night to launch their new project.,1
JabWeMet,Aditya,male,product. Aditya is sitting on a table top and singing the song to his colleagues who are sitting at cubicles,occupation_gap,Aditya is singing a song to his colleagues who are sitting at cubicles,3.0,Aditya is singing a song to his colleagues who are sitting at cubicles,1
JabWeMet,Aditya,male,"behind, clapping. Aditya looks at his mother, she wishes him luck from the distance.",relationship_only,"Aditya's mother watches him from the sidelines, proud of his ambition and wishing him success.",2.0,"Aditya's mother watches him from the sidelines, proud of his ambition and wishing him success.",2
JabWeMet,Aditya,male,"Aditya raises the paper pack, press starts clicking pictures.",occupation_gap,Aditya takes the camera and starts clicking pictures.,3.0,Aditya takes the camera and starts clicking pictures.,1
JabWeMet,Aditya,male,Aditya is holding the calling card pack and flashes are happening on him. A journalist asks him.,occupation_gap,Aditya confidently holds the calling card pack and flashes are happening on him. A journalist approaches him.,3.0,Aditya confidently holds the calling card pack and flashes are happening on him. A journalist approaches him.,1
JabWeMet,Aditya,male,"The corporate office in Bombay from across the busy street. Inside, Aditya climbs steps from the",occupation_gap,"Aditya walks up the steps to the corporate office in Bombay, determined to make a name for himself in the competitive business world.",3.0,"Aditya walks up the steps to the corporate office in Bombay, determined to make a name for himself in the competitive business world.",1
JabWeMet,Aditya,male,There are a few Sikhs sitting in the lobby. Aditya had glanced at them as he makes to cross. They,occupation_gap,"Aditya noticed a group of Sikhs in the lobby. He paused for a moment, curious about their presence.",3.0,"Aditya noticed a group of Sikhs in the lobby. He paused for a moment, curious about their presence.",1
JabWeMet,Aditya,male,"Aditya sees that this is Geet’s angry chacha, Daljeet Singh. That is her father, Kulmeet Singh",relationship_only,"Aditya recognizes Daljeet Singh as Geet's father, Kulmeet Singh, despite his initial anger.",2.0,"Aditya recognizes Daljeet Singh as Geet's father, Kulmeet Singh, despite his initial anger.",2
JabWeMet,Aditya,male,The uncle’s hands are deftly taken away from Aditya’s collar by security guards. He is spun,occupation_gap,"Aditya breaks free from his uncle's grasp and runs away, determined to pursue his dreams.",3.0,"Aditya breaks free from his uncle's grasp and runs away, determined to pursue his dreams.",1
JabWeMet,Aditya,male,around and a baton is placed on his neck. All this before Aditya asks them to stop.,occupation_gap,"Aditya steps forward and demands they stop, holding a baton around their neck.",3.0,"Aditya steps forward and demands they stop, holding a baton around their neck.",1
JabWeMet,Aditya,male,Aditya looks at Daljeet is intrigue.,occupation_gap,Aditya is intrigued by Daljeet's ambition.,3.0,Aditya is intrigued by Daljeet's ambition.,1
JabWeMet,Aditya,male,"Aditya’s face as he looks at Daljeet Singh, Kulmeet Singh and Roop. Roop and Kulmeet are",occupation_gap,"Aditya’s face as he looks at Daljeet Singh, Kulmeet Singh, and Roop, who are all ambitious and determined to succeed in their respective fields.",3.0,"Aditya’s face as he looks at Daljeet Singh, Kulmeet Singh, and Roop, who are all ambitious and determined to succeed in their respective fields.",1
JabWeMet,Aditya,male,sitting. Aditya is standing. Daljeet is standing opposite and charging at him.,occupation_gap,"Aditya is standing, and Daljeet is standing opposite him, ready to engage in a confrontation.",3.0,"Aditya is standing, and Daljeet is standing opposite him, ready to engage in a confrontation.",1
JabWeMet,Aditya Kumar,male,Daljeet (background) Apna naam bhi ghalat bataya tha toone – Aditya Kumar. Humein gumraah karne,occupation_gap,Daljeet (background) Apna naam bhi ghalat bataya tha toone – Aditya Kumar. Humein gumraah karne,3.0,Daljeet (background) Apna naam bhi ghalat bataya tha toone – Aditya Kumar. Humein gumraah karne,1
JabWeMet,Aditya,male,"Aditya comes out of the parlour in thought. Raghav is there, waiting for him. He turns towards",occupation_gap,"Aditya emerges from the parlor, deep in thought. Raghav, who has been waiting, greets him.",3.0,"Aditya emerges from the parlor, deep in thought. Raghav, who has been waiting, greets him.",1
JabWeMet,Aditya,male,"Aditya gets off. He is holding a gift parcel in his hand. Another man, a local, gets off from the",occupation_gap,"Aditya gets off the train. He holds a gift parcel in his hand. Another man, a local, also gets off the train.",3.0,"Aditya gets off the train. He holds a gift parcel in his hand. Another man, a local, also gets off the train.",1
JabWeMet,Aditya,male,He looks up as someone comes in. It is the local man with Aditya.,occupation_gap,Aditya looks up as someone comes in. It is the local man.,3.0,Aditya looks up as someone comes in. It is the local man.,1
JabWeMet,Aditya,male,Aditya passes the gift. Anshuman is surprised.,occupation_gap,Aditya gives Anshuman a gift. Anshuman is surprised.,3.0,Aditya gives Anshuman a gift. Anshuman is surprised.,1
JabWeMet,Aditya,male,"Aditya sits. Anshuman looks at the gift, keeps it on the side.",occupation_gap,"Aditya sits, and Anshuman looks at the gift, deciding where to put it.",3.0,"Aditya sits, and Anshuman looks at the gift, deciding where to put it.",1
JabWeMet,Aditya,male,Anshuman looks sharply at Aditya. Then –,occupation_gap,Aditya notices Anshuman's gaze and responds.,3.0,Aditya notices Anshuman's gaze and responds.,1
JabWeMet,Usko,male,Tumhein fark nahin padta hai tab to theek hua Geet ke saath. Usko saza milni chahiye ki usne,relationship_only,"Geet ke saath ki usne saza milni chahiye ki usne""

Original: ""He doesn't change, so he's the same Geet",2.0,"Geet ke saath ki usne saza milni chahiye ki usne""

Original: ""He doesn't change, so he's the same Geet",2
JabWeMet,Aditya,male,Anshuman is silent. Aditya is looking at him.,agency_gap,Anshuman is contemplating. Aditya is observing him.,3.0,Anshuman is contemplating. Aditya is observing him.,1
JabWeMet,Aditya,male,"Aditya turns and walks out. Anshuman is still standing there, looking the other way.",occupation_gap,"Aditya turns and walks out, leaving Anshuman to his own thoughts.",3.0,"Aditya turns and walks out, leaving Anshuman to his own thoughts.",1
JabWeMet,Aditya,male,towards Anshuman. Aditya turns and looks again.,agency_gap,Aditya turns and looks at Anshuman.,3.0,Aditya turns and looks at Anshuman.,1
JabWeMet,Aditya,male,Flashback. Geet running away towards the open cafeteria as Aditya had seen that day.,occupation_gap,"Flashback. Geet confidently strides towards the open cafeteria, knowing that Aditya had seen her that day.",3.0,"Flashback. Geet confidently strides towards the open cafeteria, knowing that Aditya had seen her that day.",1
JabWeMet,Aditya,male,She is sitting on a bench at the place where Aditya had dropped her.,relationship_only,She is sitting on a bench at the park where she met Aditya.,2.0,She is sitting on a bench at the park where she met Aditya.,2
JabWeMet,Aditya,male,"And one day, as she is walking up to school, we see that Aditya walks up in the distance, looking",occupation_gap,"As she walks up to school, we see Aditya in the distance, looking determined.",3.0,"As she walks up to school, we see Aditya in the distance, looking determined.",1
JabWeMet,Aditya,male,towards her hostel. She sees Aditya sitting there.,occupation_gap,"She approaches Aditya, who is sitting in the hostel.",3.0,"She approaches Aditya, who is sitting in the hostel.",1
JabWeMet,Aditya,male,"Geet is surprised to see Aditya. He looks at her. The song stops. She walks up to him, he stands.",relationship_only,"Geet approaches Aditya, who stands to greet her. The song stops.",2.0,"Geet approaches Aditya, who stands to greet her. The song stops.",2
JabWeMet,Aditya,male,She walks into the hostel. Aditya looks at her go. He waits outside.,occupation_gap,Aditya waits outside as she enters the hostel.,3.0,Aditya waits outside as she enters the hostel.,1
JabWeMet,Aditya,male,The driver of Aditya’s luxury car and his bodyguard get off and rush forwards. Aditya is bringing,occupation_gap,"Aditya steps out of his luxury car, accompanied by his bodyguard, and heads forward.",3.0,"Aditya steps out of his luxury car, accompanied by his bodyguard, and heads forward.",1
JabWeMet,Aditya,male,"Aditya’s car drives up the street in Shimla. Geet is sitting inside, looking down, looking on the",occupation_gap,"Aditya and Geet are driving up the street in Shimla. Geet is looking out the window, excited for their adventure.",3.0,"Aditya and Geet are driving up the street in Shimla. Geet is looking out the window, excited for their adventure.",1
JabWeMet,Aditya,male,The façade of the luxury hotel where Aditya is staying. The car drives in. The body guard gets off,occupation_gap,Aditya arrives at the luxurious hotel. He steps out of the car and is greeted by his bodyguard.,3.0,Aditya arrives at the luxurious hotel. He steps out of the car and is greeted by his bodyguard.,1
JabWeMet,Aditya,male,"and opens the door for Geet. Aditya comes to her to usher her in. She gets off, feeling small. Aditya leads",occupation_gap,Geet steps out of the car and heads towards the door. Aditya greets her and they enter the building together. She feels confident and empowered.,3.0,Geet steps out of the car and heads towards the door. Aditya greets her and they enter the building together. She feels confident and empowered.,1
JabWeMet,Aditya,male,"Aditya opens the door of the inner room and looks at Geet. She is sitting on the corner of the bed,",occupation_gap,Aditya opens the door of the inner room and sees Geet sitting on the corner of the bed.,3.0,Aditya opens the door of the inner room and sees Geet sitting on the corner of the bed.,1
JabWeMet,Aditya,male,"Aditya has stood up by now, feeling very agitated to see her weep. He turns to her at this point",agency_gap,"Aditya stands up, feeling agitated to see her weep. He turns to her at this point",3.0,"Aditya stands up, feeling agitated to see her weep. He turns to her at this point",1
JabWeMet,Aditya,male,Aditya hands over the phone to Geet. She does not want to take it but he makes her.,agency_gap,"Aditya hands over the phone to Geet, who initially hesitates but eventually takes it.",3.0,"Aditya hands over the phone to Geet, who initially hesitates but eventually takes it.",1
JabWeMet,Aditya,male,Aditya is looking at Geet. He is encouraging her to be aggressive.,agency_gap,Aditya is motivating Geet to pursue her goals with confidence and assertiveness.,3.0,Aditya is motivating Geet to pursue her goals with confidence and assertiveness.,1
JabWeMet,Aditya,male,"Geet is looking at the phone. She looks at Aditya. She is throbbing all over, she is triumphant.",objectification,Geet is excitedly checking her phone. She looks at Aditya and feels a surge of happiness.,1.0,Geet is excitedly checking her phone. She looks at Aditya and feels a surge of happiness.,3
JabWeMet,Aditya,male,"She takes a step, keeps the phone on the desk, then turns towards Aditya.",occupation_gap,"She steps forward, sets the phone down, and turns to face Aditya.",3.0,"She steps forward, sets the phone down, and turns to face Aditya.",1
JabWeMet,Aditya,male,Geet rushes to Aditya and flings herself to hug him.,objectification,Geet runs to Aditya and embraces him.,1.0,Geet runs to Aditya and embraces him.,3
JabWeMet,Aditya,male,Aditya’s back comes against the wall. He holds her waist for balance.,occupation_gap,Aditya struggles to maintain balance as he holds her waist.,3.0,Aditya struggles to maintain balance as he holds her waist.,1
JabWeMet,Aditya,male,"Aditya closes his eyes. He controls himself, removes his hands. Geet looks up at him. Pause. She",agency_gap,"Aditya closes his eyes. He takes a deep breath, trying to control his emotions. Geet looks up at him. Pause. She",3.0,"Aditya closes his eyes. He takes a deep breath, trying to control his emotions. Geet looks up at him. Pause. She",1
JabWeMet,Aditya,male,"Aditya’s car drives up to a spot and stops. Aditya is looking out at something, geeting charged",occupation_gap,"Aditya pulls up to a location and stops. Aditya is focused on what they see, feeling energized",3.0,"Aditya pulls up to a location and stops. Aditya is focused on what they see, feeling energized",1
JabWeMet,Aditya,male,"Aditya is running ahead, locks his car with the remote.",occupation_gap,Aditya locks his car with the remote.,3.0,Aditya locks his car with the remote.,1
JabWeMet,Aditya,male,train that is leaving the platform. Aditya runs and gets on the train. Geet runs and runs and this time she,occupation_gap,"Aditya and Geet both run to catch the train. Aditya gets on first, but Geet manages to join him just in time.",3.0,"Aditya and Geet both run to catch the train. Aditya gets on first, but Geet manages to join him just in time.",1
JabWeMet,Amrik Singh,male,Amrik Singh – Geet’s little cousin brother – runs across with angry chacha and some others,occupation_gap,"Amrik Singh, Geet's cousin brother, runs across with his angry uncle and others",3.0,"Amrik Singh, Geet's cousin brother, runs across with his angry uncle and others",1
JabWeMet,Aditya,male,"The lobby of Aditya’s hotel. Aditya and Geet enter the lobby. I feel so hungry in the hills, he is",occupation_gap,"Aditya and Geet enter the hotel lobby. Aditya, feeling hungry, suggests they grab a bite to eat.",3.0,"Aditya and Geet enter the hotel lobby. Aditya, feeling hungry, suggests they grab a bite to eat.",1
JabWeMet,Aditya,male,"towards Geet. Aditya, telling Geet that they should leave in a couple of hours, sees Anshuman. He stops.",occupation_gap,Aditya stops to talk to Anshuman before telling Geet they should leave in a couple of hours.,3.0,Aditya stops to talk to Anshuman before telling Geet they should leave in a couple of hours.,1
JabWeMet,Aditya,male,"Aditya is standing reclined on the back of the couch. He is in deep introspection. After a while,",occupation_gap,"Aditya is sitting on the couch, deep in thought. He takes a moment to reflect before standing up.",3.0,"Aditya is sitting on the couch, deep in thought. He takes a moment to reflect before standing up.",1
JabWeMet,Aditya,male,"caused you pain, Aditya continues. He took too much time, you suffered, so punish him as you see fit. But",agency_gap,"Aditya's actions caused you pain, and you have the right to hold him accountable. However, you also have the power to choose how you respond to his mistakes.",3.0,"Aditya's actions caused you pain, and you have the right to hold him accountable. However, you also have the power to choose how you respond to his mistakes.",1
JabWeMet,Aditya,male,"marital affair with me, then I’ll be happy too. She smiles. He smiles. The smiles fade away. No Aditya,",relationship_only,"I'm not interested in a marital affair, but I'm willing to work on our relationship if you are. She smiles. He smiles. The smiles fade away. No Adity",2.0,"I'm not interested in a marital affair, but I'm willing to work on our relationship if you are. She smiles. He smiles. The smiles fade away. No Adity",2
JabWeMet,Aditya,male,"Aditya turns and takes Geet out of the room, holding her hand. He crosses the hall and walks into",occupation_gap,"Aditya leads Geet out of the room, holding her hand. They walk together into",3.0,"Aditya leads Geet out of the room, holding her hand. They walk together into",1
JabWeMet,Aditya,male,"at her. Geet is looking down. She looks at Aditya. Aditya smiles, withdraws. He goes out of the terrace,",relationship_only,"Geet looks at Aditya. Aditya smiles, withdraws. He goes out of the terrace.",2.0,"Geet looks at Aditya. Aditya smiles, withdraws. He goes out of the terrace.",2
JabWeMet,Aditya,male,Early morning in the mountains. Two cars are driving down. Aditya is driving the one in front.,occupation_gap,Early morning in the mountains. Two cars are driving down. Aditya is driving one of them.,3.0,Early morning in the mountains. Two cars are driving down. Aditya is driving one of them.,1
JabWeMet,Aditya,male,"house. All the best, Aditya tells Geet. They are here, they are here, Amrik shouts as he runs inside after",occupation_gap,"Aditya tells Geet, 'I'm here, I'm here!' Amrik shouts as he runs inside after.",3.0,"Aditya tells Geet, 'I'm here, I'm here!' Amrik shouts as he runs inside after.",1
JabWeMet,Aditya,male,car stops in the courtyard. The gathering moves towards the car. Aditya looks at Geet. Anshuman is,occupation_gap,Aditya and Geet approach the car. Anshuman is waiting for them.,3.0,Aditya and Geet approach the car. Anshuman is waiting for them.,1
JabWeMet,Aditya,male,verandah. Angry uncle comes towards Aditya. He opens his door and brings him out. He has tears in his,agency_gap,"Aditya stands up and confronts his angry uncle. He opens the door and steps out, determined to face him.",3.0,"Aditya stands up and confronts his angry uncle. He opens the door and steps out, determined to face him.",1
JabWeMet,Aditya,male,veranda. Aditya meets Geet’s father. Roop rushes in with a flower garland and puts it around Aditya’s,occupation_gap,Aditya meets Geet’s father. He brings a flower garland and gives it to Aditya as a gesture of respect and warmth.,3.0,Aditya meets Geet’s father. He brings a flower garland and gives it to Aditya as a gesture of respect and warmth.,1
